 E[W]:0.7120862249194112 E[T]:1.2120862249194135, Var[T]: 0.09934081050387218, E[T] ConfidenceInterval: (1.211461382799066, 1.2127110670397612), Var[T] ConfidenceInterval: (0.0987159683835246, 0.09996565262421976)T invidual: 
1,0
1,0
1,2226745682410673
1,1484497121607116
1,1409510870348563
1,112760869627885
1,0949753387990953
1,1144728290099215
1,1001637253836813
1,110943788033965
1,1415112589142489
1,1286465990129535
1,1179260490952074
1,1088548145494224
1,1123284992377611
1,138474521803617
1,1819613862218263
1,2158787821761192
1,2501187111212073
1,2369545684306174
1,2251068400090865
1,2363585667008565
1,2440393748137877
1,266015040248477
1,2841789054593762
1,2728117492410012
1,2623189896548088
1,2526034715194454
1,2435819189651796
1,235182542449139
1,227343124367501
1,2200094751943558
1,213134179094532
1,206675567606819
1,2068409280407089
1,2049131804948858
1,203989259407737
1,2140354268578248
1,2342405974186588
1,261879621368745
1,2789253675134886
1,2888343866526084
1,2836401017817658
1,283670759922621
1,2935371247130338
1,2870140774971885
1,2888195515854144
1,2826744547431714
1,2767854036026887
1,2711367218965115
1,2657139874585812
1,2605039092731187
1,2554942187101743
1,2506735730741332
1,2483462688496456
1,2438308821432884
1,2414174385758654
1,2477298931898515
1,2434586881348542
1,2393322696918905
1,235343398530359
1,2314853100298613
1,2277516759971216
1,2241365700289133
1,2207009755301748
1,2173055759066336
1,221547560491082
1,2257252872354394
1,2279646437701173
1,2246608083531592
1,2247369312832186
1,2215716223919055
1,2216558697187403
1,2186194879417713
1,2203454296961505
1,226200034529646
1,223223718285835
1,2203247089574474
1,2200801536824488
1,2233580834701498
1,2251499022839005
1,231038699563093
1,230692044100508
1,2279126218824297
1,2251993763838294
1,2225499719557842
1,2199621815842054
1,2189951281906897
1,2232653878246578
1,2207567879614591
1,2183039347618874
1,2159049904238448
1,214459778955702
1,212153759827146
1,2098968049353678
1,2076873648834165
1,2094736026420905
1,207314080965368
1,205198631159599
1,2031259177135425
1,20359757815078
1,2015817605453267
1,2004028859047942
1,1990425169881438
1,1971286466324884
1,1952512309502743
1,1934092382054604
1,1932268387944585
1,1914377013982136
1,189681392211074
1,1892832147068544
1,1876799939209968
1,1860042796895596
1,1843582241170854
1,1844772231500271
1,1828730733835051
1,1853711781315337
1,1837868090876746
1,1822292937564232
1,183391373900613
1,1818631124514412
1,1803601115220903
1,178881749952237
1,1774274267818938
1,1759965604368785
1,1745885879533835
1,173202964239468
1,1718391613714403
1,1727274659484572
1,1716645623623758
1,173463770996337
1,1721396200727006
1,1708355320418469
1,1695510543573218
1,168285747981521
1,1691222770497125
1,167878730894935
1,1666533386986215
1,1654457058095014
1,164255448933174
1,1648159552034953
1,1636470477197827
1,1624946037217563
1,1641242523640136
1,1629845006114858
1,161860469572786
1,1607518362195475
1,1624133682653486
1,165062905969379
1,1687570769644
1,1727624050314511
1,1716182831438258
1,1704892154915636
1,1693749068935795
1,168275069835829
1,167189424223985
1,1661176971456262
1,1682163267816552
1,1715020462336352
1,1763509427333245
1,1814445213798348
1,1879091709114868
1,192505794207895
1,1993278178800846
1,2078272781992536
1,2170515448731407
1,2245908106514773
1,2232459554978756
1,2229955796093697
1,2244100416498351
1,226386197445244
1,2295443119044398
1,2282097519515072
1,2271082188920395
1,2258029992432347
1,2269085639100674
1,225795178071785
1,227085531837717
1,225809770422898
1,226663321113883
1,2254040804410282
1,2241587540297518
1,225423928479842
1,22686370297789
1,2306989282791514
1,2346561377207836
1,2333945455824997
1,2321464464082619
1,2330212780866432
1,2317883612713698
1,2305684225278362
1,2293612580119837
1,2281666681265047
1,2269844574108233
1,2258144344344788
1,224656411693789
1,2242542234694036
1,2260642994748285
1,228391477105923
1,227243781241069
1,2273514546803157
1,2279777030622374
1,2299337998428088
1,2329233988708692
1,236017037234716
1,2371690602086747
1,236017754091157
1,236081324672131
1,234946318303515
1,233822173239862
1,2327087343196719
1,2316058493228963
1,230513368901562
1,2294311465123529
